,Premise,Hypothesis,Label,Split,Folder
1140,You will love the new train. it is a heavenly ride.,"You will love the new train, it is a horrid ride.",contradiction,train,You will love the new train. it is a heavenly ride.
1141,It curled tighter and tighter around its victim until his own shield was like a tight wrapping of cellophane.,It wrapped tightly around him until his own shield was suffocating him.,entailment,train,It curled tighter and tighter around its victim until his own shield was like a tight wrapping of cellophane.
1142,He looked neither one way nor the other way but sat like a carved image.,He looked both ways and acted accordingly.,contradiction,train,He looked neither one way nor the other way but sat like a carved image.
1143,He always wore a smile.,He always flashes a smile.,entailment,train,He always wore a smile.
1144,The woman's personality had as intriguing as oatmeal,The woman had a really dull personality.,entailment,train,The woman's personality had as intriguing as oatmeal
1145,That is why it is so important to remain like a planted oak,That is why its essential to stay firm.,entailment,train,That is why it is so important to remain like a planted oak
1146,The dancer is as graceful as a hurricane,The dancer is clumsy,entailment,train,The dancer is as graceful as a hurricane
1147,After letting off his rage he sat down like a lamb.,After releasing his rage he was like a ferocious wolf.,contradiction,train,After letting off his rage he sat down like a lamb.
1148,Darcy had a reputation for being like a butterfly gathering nectar .,Darcy had a reputation for being floating from one man to the next .,entailment,train,Darcy had a reputation for being like a butterfly gathering nectar .
1149,Light had banished  darkness.,The light had taken over the dark.,entailment,train,Light had banished  darkness.
1150,"With rations like this, I would become like a knife .","If I ate like this, I would become obese.",contradiction,test,"With rations like this, I would become like a knife ."
1151,This is a solution to a hairy problem.,This is a solution to a complicated problem. ,entailment,train,This is a solution to a hairy problem.
1152,This is a solution to a hairy problem.,This is an easy problem.,contradiction,train,This is a solution to a hairy problem.
1153,This is a solution to a hairy problem.,You should get a haircut.,neutral,train,This is a solution to a hairy problem.
1154,I felt like a floating feather as my vision went black.,I felt weightless as I lost consciousness and my vision went black.,entailment,train,I felt like a floating feather as my vision went black.
1155,the spy was as quiet as a howler monkey,The spy was very loud and conspicuous,entailment,train,the spy was as quiet as a howler monkey
1156,The oscillator hunts about the correct frequency.,"Oscillators never stay on one frequency, they are always searching around to find the right frequency and go up and down.",entailment,test,The oscillator hunts about the correct frequency.
1157,"‘ I think she 'd do better to understand herself , ’ Ellen said tartly .","‘ I think she 'd do better to understand herself , ' Ellen said in a harsh sarcastic tone.",entailment,dev,"‘ I think she 'd do better to understand herself , ’ Ellen said tartly ."
1158,The decor was like a college dorm room furnished on a budget.,The decor was lavish and well-organized.,contradiction,dev,The decor was like a college dorm room furnished on a budget.
1159,My heart skips when he walks in the room.,My rage and anger increased when he walked in the room.,contradiction,train,My heart skips when he walks in the room.
1160,He was so happy he felt his heart was exploding.,He was so overwhelmed with happiness.,entailment,dev,He was so happy he felt his heart was exploding.
1161,It is sad to observe the fruits of ignorance.,If is sad to observe the consequences of ignorance.,entailment,train,It is sad to observe the fruits of ignorance.
1162,It is sad to observe the fruits of ignorance.,It is sad to observe the apples of ignorance.,neutral,train,It is sad to observe the fruits of ignorance.
1163,It is sad to observe the fruits of ignorance.,It is sad to observe the effects of ignorance.,entailment,train,It is sad to observe the fruits of ignorance.
1164,It is sad to observe the fruits of ignorance.,It is sad to observe the origins of ignorance.,neutral,train,It is sad to observe the fruits of ignorance.
1165,My personal feelings sway my judgment in this case.,My personal feelings regarding the situation affected my judgment to deliver a fair decision.,entailment,train,My personal feelings sway my judgment in this case.
1166,The girl broke into the conversation.,The girl said something interrupting the conversation.,entailment,dev,The girl broke into the conversation.
1167,She was like a tranquil lake inside now,She was calm,entailment,train,She was like a tranquil lake inside now
1168,John loomed behind his class mates.,John ended up in front of his class mates.,contradiction,train,John loomed behind his class mates.
1169,They clawed their way to the top of the mountain.,Managed to get to the top of the mountain with great difficulty.,entailment,train,They clawed their way to the top of the mountain.
